Codigo,Nome,Preco
JWRZB2,Laranja Abacaxi,934.39
KTLGN9,Uva Melao,557.7
M545DN,Kiwi Maca,949.87
17146H,Maca Melao,106.86
RNZDC1,Kiwi Uva,378.91
2DUFUG,Morango Pera,373.91
RTJGH5,Uva Laranja,305.54
LHPWER,Maca Uva,273.01
0IC68V,Morango Pera,213.96
3Z6988,Melancia Pera,827.6
9KWVW3,Uva Melancia,117.48
NXGR1E,Morango Morango,305.56
KEIEGP,Morango Laranja,878.04
EFK0OC,Uva Morango,507.08
9O0U2Y,Kiwi Banana,6.89
XS3TS2,Kiwi Pera,222.42
4ZABMX,Abacaxi Banana,605.97
JKGXP8,Pera Melao,130.28
VHELN9,Banana Uva,138.32
F4AXQB,Uva Abacaxi,541.94
RUHJIF,Pera Pera,810.69
FSK87E,Maca Pera,273.82
N769E3,Abacaxi Maca,706.19
L4G7XN,Uva Morango,139.61
TYIWCL,Melancia Banana,559.32
UE82PP,Uva Laranja,200.54
I8C61W,Maca Maca,840.21
FEB9ZY,Abacaxi Melao,888.17
0DV269,Laranja Laranja,812.52
6RMHBQ,Melao Abacaxi,31.81
3B6OA6,Abacaxi Banana,508.74
W74DEY,Uva Melancia,158.73
RUFKTO,Abacaxi Melao,765.57
5OIR55,Melancia Melancia,114.92
7STG3O,Pera Banana,381.08
RVJ61C,Banana Melao,17.2
RQGNPI,Melao Uva,288.21
FZ8LXE,Kiwi Maca,933.9
YCSV67,Banana Melancia,584.09
6QR9K5,Abacaxi Maca,692.04
G0IJEI,Banana Kiwi,639.32
SBUOZZ,Melancia Pera,67.54
6GHU72,Abacaxi Laranja,848.98
2SLHLP,Maca Melancia,501.12
LQRTNE,Abacaxi Uva,903.14
UH51GM,Laranja Laranja,171.85
H659MQ,Abacaxi Pera,778.87
2XBCXE,Banana Laranja,273.52
SLWGBU,Banana Morango,538.69
CDQJYE,Abacaxi Morango,851.59
K1KW85,Kiwi Melancia,951.66
ERRVML,Laranja Abacaxi,96.6
V4AU1R,Melao Kiwi,192.51
1EJR9L,Maca Melancia,548.33
N55Z4V,Abacaxi Kiwi,143.36
OS0VZV,Banana Uva,997.64
CK99KT,Pera Melao,806.18
ITJYI0,Melancia Laranja,748.64
369LD7,Abacaxi Pera,282.13
OINXHV,Kiwi Kiwi,855.38
WXAKDN,Banana Melao,788.65
5HLAYR,Melao Maca,38.1
XYWLCX,Pera Maca,695.31
4IJBTD,Melao Pera,298.2
EW22PE,Banana Kiwi,672.03
RMTQ02,Morango Banana,616.55
LH62TS,Pera Melancia,513.85
E5PB17,Melancia Abacaxi,942.21
6HSFD3,Morango Laranja,674.15
DIKOUK,Uva Morango,472.66
WSJTTH,Pera Banana,28.62
SYVCR3,Abacaxi Melancia,964.39
5FTMO2,Uva Uva,146.9
63C5JW,Melao Uva,571.15
558C7D,Abacaxi Abacaxi,280.45
LF2PV6,Kiwi Banana,156.37
VSEVWT,Melancia Banana,836.04
09Y7ML,Laranja Banana,317.87
Z3IQKD,Melancia Abacaxi,543.44
3ZMDSU,Uva Melao,822.72
BR8PO0,Laranja Kiwi,833.93
JT5L1J,Morango Melao,380.26
KWN4B1,Uva Melancia,781.19
J912ZU,Abacaxi Abacaxi,838.78
YJQFG3,Melancia Banana,507.69
5KA94J,Melao Maca,880.29
TBCCX4,Laranja Banana,183.09
AMLXK0,Kiwi Laranja,104.68
SCJ9QN,Pera Laranja,450.83
T3MM69,Kiwi Laranja,883.54
U4GPB8,Uva Morango,223.02
AZ1OQI,Uva Kiwi,130.91
7EWV2J,Kiwi Uva,928.34
WBWMSD,Abacaxi Pera,94.88
0SUUEF,Banana Banana,571.43
9I2LL6,Melao Banana,985.84
ZWRQOI,Abacaxi Laranja,15.99
9TZ751,Laranja Melao,246.69
WSCS5C,Laranja Melancia,733.81
4CSWW4,Maca Banana,358.13
4B66I3,Kiwi Melancia,439.88
DTB15S,Kiwi Pera,52.44
GBC605,Uva Abacaxi,13.4
HQTLBD,Uva Abacaxi,686.7
R2TOOV,Banana Abacaxi,404.41
0OBO6Y,Melancia Abacaxi,413.53
SHC8YF,Maca Morango,223.25
16UTOQ,Uva Abacaxi,434.15
F2UA3X,Morango Uva,479.67
PS28UA,Morango Morango,525.34
5DFGR4,Melancia Pera,253.28
PFZDRW,Abacaxi Melancia,962.87
537T6L,Maca Melao,96.42
9GM8MM,Laranja Banana,21.66
UJ0I4C,Morango Uva,951.74
VYOWL0,Pera Melancia,131.55
73Z7SS,Melancia Banana,930.44
6OF48I,Melao Laranja,70.05
54JI67,Banana Uva,841.16
A0AHXC,Kiwi Pera,334.44
R87D6K,Laranja Kiwi,186.37
1INUJN,Abacaxi Abacaxi,741.57
KGZ31C,Melao Laranja,484.15
5OH6MF,Maca Laranja,793.74
YRVPWS,Abacaxi Uva,667.38
4OSL2J,Uva Abacaxi,591.25
FMEGG3,Maca Melancia,990.51
HXHICW,Pera Laranja,196.54
6N3AZ8,Banana Morango,840.6
55Y4WT,Pera Laranja,679.18
IFJKDG,Uva Banana,628.99
CWN86F,Maca Uva,385.04
UE44WB,Abacaxi Abacaxi,559.23
VS3O9D,Pera Abacaxi,865.19
YF18FC,Abacaxi Pera,714.65
MG70IN,Melao Melao,423.25
1A3PMC,Abacaxi Melancia,331.26
STGSY2,Uva Melancia,327.05
3ESRZE,Kiwi Morango,505.17
F943I3,Kiwi Laranja,207.95
BXUR86,Melancia Banana,832.06
L8WU3R,Kiwi Uva,461.54
XPQNR7,Morango Melancia,472.29
T1T2JZ,Laranja Banana,833.0
M9SNPI,Kiwi Maca,686.63
C7USI4,Kiwi Abacaxi,300.07
HY9GZ6,Pera Maca,708.5
I666WK,Melancia Melao,125.39
2M5HFQ,Melao Kiwi,780.97
IU7GHO,Morango Melancia,401.0
5CE8CQ,Maca Maca,8.14
R2BWIE,Pera Abacaxi,479.36
RWT11C,Morango Laranja,995.39
OVDMT2,Maca Abacaxi,596.41
I2DY9M,Maca Melao,121.72
4A5AKZ,Pera Pera,119.73
5SVC8N,Pera Melao,839.56
WI0FAM,Melancia Melancia,26.85
CD13LT,Maca Kiwi,926.61
7KCERD,Melao Laranja,891.04
QX0UWV,Melao Abacaxi,458.19
5TFRKZ,Morango Abacaxi,866.95
N9ACKV,Melao Morango,357.18
4I7KFF,Banana Laranja,604.35
PGGV86,Kiwi Uva,598.64
1QNNEJ,Kiwi Laranja,875.28
AFYKWJ,Melancia Kiwi,746.06
UWA51C,Melao Laranja,394.62
VNR879,Morango Melao,15.58
7Z0697,Abacaxi Uva,536.09
HNHUIU,Melao Pera,141.61
Q8HJKP,Banana Pera,23.52
6JX06Z,Kiwi Abacaxi,827.9
MZXX19,Uva Pera,707.2
A2C1JM,Uva Uva,691.89
AGOZPZ,Morango Melao,776.92
YH3QPI,Maca Laranja,727.34
2NDNDA,Laranja Kiwi,74.08
PZPRL8,Laranja Uva,504.15
WM5FK4,Uva Banana,319.42
YEIV8P,Maca Melancia,194.27
ULK3A0,Melao Maca,844.03
Q83YKF,Laranja Laranja,949.12
BTZZQS,Kiwi Abacaxi,333.03
C2ED7S,Pera Uva,976.79
U74Y7V,Kiwi Uva,602.59
A4TUF1,Pera Banana,423.0
S2XKWL,Melancia Melao,751.16
J8TQDA,Morango Melancia,8.06
FSXLOG,Pera Maca,835.77
GH3MSJ,Uva Pera,909.6
LGNO1E,Morango Morango,559.67
C66Q7W,Kiwi Melancia,671.83
T44AU1,Uva Uva,250.92
EXH4PQ,Uva Laranja,135.76
9O40YH,Laranja Morango,778.3
RYGPPE,Maca Laranja,423.05
JKXAG9,Melancia Pera,632.08
0NA80P,Abacaxi Abacaxi,242.41
OTHVPP,Banana Kiwi,567.76
LU32U4,Kiwi Laranja,187.43
SIP5TB,Abacaxi Melao,432.11
MVYL5Z,Banana Laranja,556.18
KM1KYT,Morango Abacaxi,683.06
RGCH5B,Melancia Pera,467.53
HE4425,Abacaxi Maca,322.52
W1V17K,Pera Laranja,922.78
7J3VQN,Laranja Uva,816.42
NQ01A4,Banana Uva,881.96
YL9F0O,Melao Abacaxi,170.75
JUW0WN,Uva Abacaxi,59.65
5BT4EX,Melao Melao,596.34
8AXIGY,Laranja Banana,85.25
FEW058,Laranja Kiwi,551.51
LIFD4F,Abacaxi Abacaxi,214.32
GYQGDX,Pera Laranja,398.63
422C14,Maca Banana,170.84
II76FV,Melao Pera,141.68
86EFWW,Melancia Pera,911.47
0J724H,Pera Morango,118.43
LKXAG0,Morango Melao,771.25
164LTF,Pera Banana,452.77
KCU4HF,Uva Kiwi,403.76
V8SXV2,Laranja Kiwi,329.15
LXPYUC,Banana Melancia,122.08
ED21IO,Pera Laranja,52.53
ZC1HLT,Banana Maca,490.62
SGVDVF,Maca Maca,504.2
8PH0UQ,Pera Melao,152.84
JYJJL8,Morango Morango,946.62
SXPQML,Banana Banana,648.24
612ECD,Morango Laranja,946.58
MDP5D1,Banana Maca,637.19
OEVW5M,Melao Banana,268.74
8NHRE1,Maca Laranja,27.65
TSZ78R,Melao Abacaxi,144.53
WNH9F6,Melao Banana,26.06
0SDQ59,Kiwi Maca,866.6
ZESZYP,Kiwi Melao,332.5
XFC4M4,Uva Abacaxi,105.71
9P2WVR,Abacaxi Kiwi,72.48
EANKMC,Maca Pera,198.53
QZJRCT,Kiwi Morango,766.5
N6S4DC,Maca Maca,282.53
F7I71Z,Laranja Melao,581.1
K8TBN5,Kiwi Melancia,873.16
36QOE2,Maca Banana,112.34
IO9XKA,Melancia Morango,246.97
31P5WG,Kiwi Abacaxi,455.9
NLP51C,Abacaxi Melao,653.8
FIY2J5,Abacaxi Laranja,430.66
O7Z58U,Morango Banana,730.18
UB05NM,Uva Pera,275.49
RGSSYW,Abacaxi Melancia,8.6
G1R9ZS,Uva Uva,694.56
C2N28M,Pera Morango,61.65
MMW9IR,Morango Morango,502.7
LRH1I0,Kiwi Pera,417.49
YKFOCW,Melao Maca,614.84
4MBOEG,Pera Kiwi,539.36
81JMKJ,Kiwi Morango,704.76
DVAK40,Laranja Morango,624.48
9N1G90,Maca Morango,595.41
V2TLT5,Maca Melancia,436.93
HYYHRW,Kiwi Maca,580.61
UFX4QV,Maca Morango,694.6
6RJ7P4,Abacaxi Laranja,134.9
9E1RUQ,Morango Morango,474.14
OUKKE2,Abacaxi Morango,940.35
4SRH7Q,Maca Maca,89.84
NB3TAL,Maca Laranja,849.71
FJQOLH,Melancia Banana,83.5
SQY4BS,Morango Melao,894.98
4W6KK7,Morango Melancia,189.08
O2DM2A,Pera Kiwi,347.98
JVX6XN,Melao Melao,597.67
B31YOV,Kiwi Abacaxi,564.06
V88YNM,Melao Abacaxi,221.25
38YS21,Uva Melancia,539.64
A0X4MF,Uva Pera,671.29
M4ZT5E,Melancia Uva,371.17
QVHSPX,Banana Abacaxi,202.14
PV4Z4Z,Kiwi Maca,775.03
GE1667,Pera Morango,59.96
W19PK5,Uva Melancia,230.51
NFS3O9,Kiwi Melao,468.97
HU8C4O,Kiwi Laranja,475.9
9CSMP8,Banana Maca,734.05
50KNBZ,Morango Laranja,646.61
MX0GRP,Melancia Pera,502.73
2GT7ZK,Laranja Melancia,997.86
2K1O4E,Maca Pera,768.41
B8JDBB,Kiwi Melancia,611.86
204GI0,Maca Uva,61.34
4BR2IN,Melao Melancia,167.4
GJPR79,Banana Melancia,72.25
U5BW9B,Pera Uva,37.26
RSASUT,Laranja Uva,379.44
HNYMIM,Abacaxi Melao,836.65
VEKKUN,Banana Kiwi,177.49
0LUV02,Melancia Morango,45.87
M20B6P,Morango Melancia,280.53
3R2HN9,Melao Pera,579.34
8UUEFJ,Melancia Kiwi,835.91
Z6ML1M,Banana Maca,526.02
NTTMGF,Maca Melao,77.96
6FUGHH,Banana Pera,334.6
D4X0M9,Kiwi Melao,791.81
U21RI6,Melancia Abacaxi,60.07
Y0SA7F,Kiwi Melao,51.26
FXFBD8,Uva Uva,999.96
F5KY2X,Banana Abacaxi,358.59
HAGHJ1,Maca Banana,251.31
HKMU7Y,Morango Maca,578.72
DVZ30G,Kiwi Melancia,724.73
X8H7ED,Melao Abacaxi,436.54
CAJSNA,Morango Pera,433.49
H9XBMX,Abacaxi Pera,956.22
7E9L7Q,Melancia Melao,572.93
0MMKY5,Kiwi Maca,100.69
J2B8ER,Melancia Pera,468.67
DS8Z30,Melao Melancia,376.51
U05483,Laranja Abacaxi,718.68
QVCMDR,Melancia Banana,813.98
INSQ44,Maca Abacaxi,814.86
7XWMA1,Melancia Abacaxi,216.63
WU0H42,Laranja Melancia,230.22
GI52N0,Morango Melao,332.56
IVBIZV,Pera Melancia,433.53
PCYE4Q,Melancia Uva,345.79
Z41VGJ,Pera Laranja,156.29
5Z2VXY,Kiwi Morango,342.98
AB69RZ,Banana Abacaxi,938.21
PANWT1,Maca Abacaxi,703.79
VPH75E,Morango Maca,987.56
1DZ2AD,Abacaxi Banana,115.59
GLHG7S,Maca Banana,961.58
0XUTHP,Melao Abacaxi,161.43
D9R5YL,Morango Banana,991.33
1C5348,Banana Morango,65.42
6L7WN8,Pera Abacaxi,347.72
NOL8OG,Abacaxi Uva,483.22
XFN340,Abacaxi Banana,798.5
MOGCTD,Pera Melao,69.79
QU405B,Uva Melao,331.17
W1G1RC,Uva Banana,70.08
HFJLTN,Melancia Morango,108.83
II5UYN,Melao Morango,704.82
KN2PUF,Melao Melao,115.04
30C8VW,Melancia Maca,451.95
VWJNSC,Melao Pera,295.32
EKDIUS,Melao Uva,68.38
6NIYNH,Abacaxi Pera,688.23
1XMIOQ,Morango Melao,817.28
VW6M3R,Abacaxi Uva,629.86
VY7BZA,Kiwi Abacaxi,879.14
28EOMY,Kiwi Melancia,552.26
X1KSN0,Uva Pera,400.06
SWU5YF,Kiwi Laranja,441.57
IOL7SL,Abacaxi Melancia,483.7
7UQYGJ,Morango Pera,194.97
1427QP,Abacaxi Morango,960.29
XRAN0N,Kiwi Banana,361.09
7C86BS,Melao Melancia,316.43
TGT4GJ,Laranja Abacaxi,569.1
WUT9NJ,Laranja Abacaxi,843.02
CPFO2M,Uva Melao,433.79
SA89ID,Abacaxi Laranja,651.09
JWEICX,Maca Laranja,986.19
ON8RXJ,Maca Laranja,418.45
AQEQC3,Laranja Abacaxi,825.44
VTZJX7,Melancia Banana,177.2
RZXYKC,Melancia Pera,215.91
RVWILE,Laranja Uva,169.49
IN4FBP,Melao Pera,129.59
FHKNHI,Kiwi Banana,462.04
NDQXUG,Banana Maca,69.97
WWCD77,Abacaxi Uva,255.42
9HFLTI,Melancia Morango,318.97
YACNVX,Pera Banana,318.75
CBXB34,Uva Morango,151.89
S24Z0N,Kiwi Pera,633.27
PG9H71,Pera Pera,666.43
9DW3MZ,Abacaxi Laranja,459.94
CTE6MM,Melancia Pera,938.38
GP4TVS,Uva Kiwi,187.51
75VZEX,Melao Pera,334.7
QNPGX2,Melao Maca,933.21
6MZUJ2,Melancia Melancia,318.66
LKJH8H,Pera Maca,695.32
KNHY40,Uva Pera,310.33
DHO6TW,Morango Laranja,226.23
LMFC0P,Maca Melao,566.06
JCGKSR,Melancia Melancia,367.81
UH2LTD,Kiwi Abacaxi,995.83
3KMV86,Morango Laranja,115.39
FKBCUH,Pera Maca,67.93
3FJNNZ,Morango Melao,563.76
E2Z9SV,Laranja Uva,129.03
QN60BE,Kiwi Melancia,533.78
CMFMBH,Kiwi Maca,911.99
LB2JQJ,Maca Abacaxi,990.88
DFABB2,Banana Kiwi,516.27
M0XVC9,Morango Uva,181.65
WQVXNC,Melancia Abacaxi,600.78
ROTG9Q,Morango Melao,503.45
8A7UMG,Laranja Uva,763.69
STBDPV,Morango Laranja,432.28
0VE7ZQ,Laranja Melancia,403.51
4DMDF6,Melancia Abacaxi,675.04
96DWEQ,Morango Morango,986.87
2MNUQ4,Melancia Abacaxi,636.64
MCN5K7,Kiwi Kiwi,560.24
LJEC9B,Banana Abacaxi,134.41
LHQ6AI,Morango Abacaxi,917.9
D3OELJ,Melao Kiwi,374.88
MU3QCW,Pera Melancia,660.83
JPB0LM,Kiwi Maca,108.85
I1AC0K,Abacaxi Kiwi,510.14
2MCR8T,Pera Abacaxi,591.88
OT3UYY,Kiwi Melancia,129.76
2ESPIQ,Morango Banana,151.89
HR4BX9,Abacaxi Melancia,804.32
OX8E0Z,Uva Pera,70.05
VHIL5L,Abacaxi Pera,783.13
Z9PKWT,Melancia Kiwi,205.71
GC643G,Uva Abacaxi,207.95
0BVJ4W,Laranja Melancia,865.95
XUIKXZ,Banana Laranja,952.92
UPB6VC,Melancia Abacaxi,675.9
ZBBJ7K,Pera Melao,145.03
JTXTWO,Uva Morango,282.81
A77O9M,Melao Kiwi,365.26
SNEFUJ,Melancia Banana,353.93
YULHMO,Melancia Pera,476.28
YXE77P,Melao Abacaxi,344.16
5UDU4K,Pera Melancia,160.06
PPCACZ,Kiwi Melancia,225.94
KSO3X8,Banana Kiwi,913.72
PVNCN2,Melancia Morango,960.05
LNLYJS,Kiwi Kiwi,639.46
515PX1,Abacaxi Melao,585.94
74PR5M,Morango Pera,550.48
G0OEH3,Uva Kiwi,549.74
QNXTNA,Morango Kiwi,334.71
XXN1RM,Banana Maca,553.07
VUNMI9,Morango Banana,305.37
JQ75ZM,Melao Melao,152.58
87B555,Pera Abacaxi,386.03
PU6G0R,Uva Melao,355.92
4ZA9R7,Abacaxi Melancia,278.19
WL374L,Abacaxi Kiwi,154.6
H15SL5,Kiwi Abacaxi,446.25
MX14XY,Laranja Uva,368.84
1G4A9Q,Laranja Laranja,488.34
RWPJ78,Laranja Kiwi,70.42
ZTLC9C,Abacaxi Morango,201.85
JRZBWO,Kiwi Kiwi,633.74
P5864A,Melancia Morango,44.24
85UTQN,Kiwi Abacaxi,375.34
5VLZUB,Melao Abacaxi,436.62
NDJRB3,Abacaxi Pera,139.34
QIR4L8,Pera Melancia,485.62
TWJ6OO,Pera Uva,741.13
LXLK4X,Pera Uva,780.73
LSZ13S,Melancia Pera,151.07
R0CCA9,Kiwi Uva,796.14
KJUP97,Banana Pera,320.6
H6NUGJ,Laranja Pera,286.29
MAENGH,Kiwi Uva,7.48
K46NZR,Pera Laranja,438.08
C0OEL2,Maca Uva,554.06
XE71IB,Maca Laranja,85.73
CN0NYW,Laranja Kiwi,138.16
97W4CQ,Banana Maca,711.04
3ICPQX,Maca Pera,740.61
45HI2I,Melao Melancia,165.86
QUVV0F,Melao Kiwi,362.57
JJFI1I,Maca Kiwi,396.42
ZJZJOC,Abacaxi Kiwi,119.25
JXATL9,Pera Uva,115.44
X94DLV,Banana Abacaxi,993.27
FQ4LWY,Melancia Laranja,837.39
S5EV5E,Banana Pera,815.64
UAZJH4,Uva Uva,877.27
J4OC52,Pera Morango,888.81
EJ66TM,Banana Laranja,367.28
IT0R76,Melao Banana,806.19
WFWMHW,Abacaxi Uva,601.8
J34E30,Pera Kiwi,618.32
5EYYUV,Banana Banana,206.67
SC9JNJ,Maca Maca,612.71
DGXIU3,Melancia Morango,91.82
59V8PL,Melancia Uva,1.92
GWD1B6,Melancia Morango,619.24
UVCWWK,Morango Maca,512.85
VXG8IG,Kiwi Banana,613.8
T0A981,Kiwi Pera,460.46
SUROFO,Banana Kiwi,694.09
FT214S,Uva Melao,17.57
2CIQE5,Maca Pera,121.01
2O2S58,Morango Abacaxi,919.52
WWTBZT,Melancia Morango,698.45
A3PDE9,Laranja Maca,728.97
RVKEDB,Banana Melancia,506.16
SLX21K,Uva Maca,753.09
VBR58D,Uva Melao,212.56
79PVXR,Melao Abacaxi,943.87
E8D25L,Banana Maca,234.63
6EV4DP,Uva Melao,805.27
VYNYCS,Kiwi Laranja,604.15
9L9RW9,Uva Melao,526.86
RSAO32,Maca Pera,959.44
9KR06E,Laranja Pera,349.74
NT8JUJ,Melancia Banana,61.94
MOBXJO,Banana Melancia,128.93
U9XZGR,Melancia Morango,662.82
0E19MC,Melao Abacaxi,697.48
XH61AQ,Melancia Abacaxi,954.49
XF9W0U,Abacaxi Melancia,514.5
99I4K2,Kiwi Melancia,643.41
16LD85,Kiwi Banana,116.37
LMGLFT,Abacaxi Laranja,709.7
F0YOY4,Kiwi Melancia,283.94
0VDJ21,Kiwi Maca,429.48
JXU4O4,Abacaxi Maca,951.97
8ZWUXD,Maca Abacaxi,437.48
2Z7LB1,Maca Pera,790.27
DBYSTO,Melao Kiwi,320.76
RO5SP7,Melancia Uva,547.49
U6OPHB,Morango Melancia,819.33
3YNIU2,Abacaxi Pera,754.84
GEPOGL,Banana Uva,369.75
8LLN4K,Abacaxi Morango,777.24
S6KBFG,Maca Melancia,302.19
ZXQ0UY,Melao Kiwi,60.68
OH3LPO,Uva Pera,929.24
SZD47A,Uva Maca,574.81
QNAAEP,Laranja Morango,209.65
31QGWC,Pera Pera,421.49
TLCKFK,Abacaxi Kiwi,609.7
C1EHNG,Pera Pera,493.76
WR5BGK,Banana Morango,721.05
B3ZF6I,Morango Morango,788.82
GEKXYK,Laranja Pera,210.32
H4F249,Laranja Pera,337.7
0TWIV7,Uva Morango,579.86
WCAWJ0,Abacaxi Morango,387.67
GK4NJ1,Melao Kiwi,293.55
RXVAX4,Abacaxi Maca,491.54
U38BKX,Morango Abacaxi,307.51
HFMQV5,Uva Laranja,483.98
114HJI,Morango Banana,128.99
RXKGI1,Laranja Maca,722.33
IRCNBN,Pera Abacaxi,399.1
X8V7WK,Kiwi Melao,4.06
GBI2O7,Kiwi Maca,488.92
Z144H4,Maca Laranja,148.46
G2XZVQ,Morango Melao,850.11
4U2OL2,Pera Banana,292.57
87MGMI,Kiwi Laranja,253.77
PPWY6B,Melancia Morango,349.69
7T8CXX,Maca Morango,399.86
LGJXH0,Uva Uva,389.87
AXIN4P,Pera Melancia,534.21
CRR0R3,Morango Banana,609.18
9O6V8O,Banana Morango,213.18
QBIH8T,Maca Kiwi,172.42
ID0YH0,Kiwi Uva,440.66
RENY3E,Laranja Maca,898.4
RS3CNL,Melancia Melancia,463.89
H00JPS,Laranja Maca,815.85
XULFJU,Abacaxi Maca,29.13
F42512,Maca Maca,672.52
AKUWD1,Morango Melancia,961.32
ULUSA1,Abacaxi Kiwi,901.05
I6UAEE,Melancia Melancia,738.28
VJWGD8,Maca Pera,201.63
BJ764I,Uva Laranja,620.45
W2LHZQ,Melancia Laranja,60.44
6YSDWH,Melao Melao,42.66
GP9OTN,Kiwi Morango,414.79
CXITVK,Uva Maca,865.02
J7EFAN,Maca Laranja,542.89
679ESW,Abacaxi Kiwi,788.13
L4TB4E,Kiwi Laranja,477.53
RVM1QO,Laranja Morango,684.58
84509S,Kiwi Banana,869.2
UPL5GN,Uva Kiwi,943.28
CFWP5G,Laranja Laranja,399.79
54IDXS,Morango Melancia,48.72
UXSVXY,Melao Melao,620.98
NLP6WI,Melao Kiwi,88.94
YCTCSP,Abacaxi Melao,519.27
M7AQK6,Banana Laranja,320.51
P30IRZ,Uva Abacaxi,517.07
2KVHK2,Banana Pera,446.2
QWPLU2,Laranja Banana,378.03
CXOFXB,Morango Melancia,280.51
SYVBSM,Melao Pera,645.73
HDBJ1N,Uva Melancia,384.53
G0ZV64,Morango Pera,654.18
C9IG8W,Morango Kiwi,904.69
S2ZN8Y,Abacaxi Maca,851.45
MI1CPG,Uva Melancia,460.05
O58XIS,Maca Kiwi,296.15
KDYL9U,Melao Melao,852.89
2XWH76,Abacaxi Morango,93.86
PDNCRI,Morango Melancia,891.21
H8YUQR,Banana Melancia,92.49
DJAMNU,Kiwi Melao,964.07
G7FB8K,Laranja Abacaxi,166.62
K94877,Kiwi Kiwi,550.7
JPTT2R,Banana Banana,243.57
3UVKV9,Laranja Morango,426.28
A6VRJE,Morango Maca,168.23
0MHNQ0,Maca Maca,991.38
95XG22,Uva Abacaxi,917.22
UCOZ3B,Pera Laranja,971.51
73NBZO,Maca Melancia,593.15
1J55CW,Melancia Melancia,612.37
X1M39A,Uva Morango,785.64
981AQW,Melancia Pera,91.4
NF0VIQ,Kiwi Morango,194.76
ZUEF2V,Laranja Morango,400.16
32P6RX,Maca Morango,250.61
IL44BR,Kiwi Uva,332.91
9S6W4U,Melao Pera,503.94
WNPBOE,Melao Maca,817.82
SQ8N4H,Kiwi Banana,330.55
TQKWQ2,Maca Uva,541.62
WY45BT,Abacaxi Melancia,861.49
YNBK63,Kiwi Abacaxi,11.32
I5GNGQ,Banana Banana,393.59
IP1LA9,Uva Morango,772.26
4HBWK5,Melancia Banana,282.59
I2RQNN,Maca Melancia,613.26
DQO3LZ,Laranja Pera,118.68
WWJARI,Maca Melao,719.64
QTJ6QK,Laranja Uva,167.38
HL565O,Kiwi Abacaxi,387.42
YZD08J,Melao Laranja,985.84
9I7HIP,Abacaxi Melancia,29.23
SZ29F1,Banana Uva,130.81
F9FEDO,Maca Laranja,298.25
EWK4NX,Melancia Morango,451.38
UE0SNJ,Pera Maca,776.61
LBDMJV,Morango Banana,415.92
O3IO55,Morango Kiwi,453.26
FWC6OH,Kiwi Melao,557.63
WPTA6V,Kiwi Pera,913.32
5SPKNV,Pera Uva,464.48
W4RLXR,Melao Uva,65.21
8MB11T,Kiwi Morango,873.89
HS3RJP,Banana Melao,447.28
3HOM0D,Maca Abacaxi,470.91
1RDU1P,Laranja Melancia,356.44
EH4Q45,Pera Laranja,180.97
FMG4W7,Morango Melao,615.58
K67EUP,Laranja Kiwi,778.76
PJUTHS,Morango Uva,779.81
3N1DN0,Uva Melancia,731.62
HD5MFZ,Melancia Abacaxi,205.14
BJJ24P,Melao Maca,7.98
TMADFK,Kiwi Pera,290.54
SME11B,Laranja Banana,946.57
OF1UKB,Morango Kiwi,246.72
LZ2NNQ,Abacaxi Banana,987.04
P2HN3I,Abacaxi Banana,77.64
V3KHJ4,Maca Banana,923.33
EU3PJF,Uva Laranja,512.84
02P5W0,Laranja Melao,444.85
RUXNVD,Maca Morango,83.93
QMV16N,Pera Laranja,997.66
7PPT6R,Laranja Laranja,398.88
VKQZVS,Melancia Banana,263.33
7HNU1O,Melancia Uva,3.07
62Z0XW,Maca Maca,330.37
XTMSNV,Kiwi Melao,158.63
U4G9ZR,Kiwi Melancia,700.62
HHUP2Y,Melancia Abacaxi,166.6
9CGGR8,Pera Uva,624.56
2HQKEA,Banana Melao,642.78
3Z5R4P,Abacaxi Melao,281.46
H700Y6,Maca Melao,812.09
OVHF7R,Abacaxi Melao,527.42
RJ765Q,Maca Melao,27.79
1FSF3J,Laranja Laranja,271.89
IDHT9W,Melancia Uva,465.34
UIQRLS,Pera Kiwi,729.69
X75WPC,Pera Uva,420.42
QQ52CM,Laranja Melao,188.38
GNFJ1G,Morango Uva,13.52
6BD525,Pera Pera,455.79
IY9JIQ,Melao Banana,696.25
UQL4FT,Kiwi Kiwi,885.81
IY6YZ9,Kiwi Uva,990.21
QOPWW2,Maca Kiwi,957.43
GAUZ5Z,Pera Kiwi,325.31
MESJQ6,Banana Morango,991.4
NDDTF1,Pera Laranja,241.07
Y6YCJ3,Kiwi Kiwi,704.28
EKGPHW,Kiwi Kiwi,685.07
B9NYPS,Pera Morango,338.1
XD5HNB,Uva Morango,894.66
DGAW9K,Melancia Banana,582.93
HI44DJ,Morango Uva,559.03
FH8IMI,Laranja Abacaxi,832.96
1QMPL5,Pera Uva,585.62
TFMI7A,Kiwi Maca,478.31
NJVY44,Melao Laranja,139.19
V2NIX0,Melancia Morango,792.35
RAGTQ2,Pera Banana,525.89
FVIXDX,Morango Melao,118.77
X2E9VR,Morango Morango,987.61
5TFJR9,Banana Melancia,536.43
FOMB6L,Uva Laranja,16.37
N2UW8O,Abacaxi Melancia,933.3
N3ZGLN,Abacaxi Uva,616.54
A5K3TU,Uva Laranja,956.63
ZUOVFO,Uva Melancia,636.06
5RHDQE,Uva Melancia,764.51
UUC29U,Kiwi Kiwi,18.48
